# CosIng Ingredients-Fragrance Inventory v2 (EU Commission open data); official CSV export dated 2020-12-30 (data last update 2020-12-15), retrieved via Internet Archive snapshot 20201230181855
# columns: inci_name,functions (functions ';'-separated, lowercase)
inci_name,functions
ASCOPHYLLUM NODOSUM/FUCUS VESICULOSUS/HIZIKIA FUSIFORME/KJELLMANIELLA GYRATA/LESSONIA NIGRESCENS/SACCHARINA ANGUSTATA/SACCHARINA JAPONICA/UNDARIA PINNATIFIDA EXTRACT,skin conditioning
ASCOPHYLLUM NODOSUM/FUCUS VESICULOSUS/LAMINARIA CLOUSTONI/LAMINARIA DIGITATA EXTRACT,skin conditioning;skin conditioning - emollient
ASCORBIC ACID,antioxidant;buffering;fragrance;skin conditioning
ASCORBIC ACID POLYPEPTIDE,antioxidant;skin conditioning
ASCORBIC ACID/ORANGE/CITRUS LIMON/CITRUS AURANTIFOLIA POLYPEPTIDES,skin conditioning
ASCORBYL CARBONYL DIPEPTIDE-17,skin conditioning
ASCORBYL CARBOXYDECYL TRISILOXANE,skin conditioning
ASCORBYL CYCLO PEG-6,chelating
ASCORBYL DIPALMITATE,antioxidant
ASCORBYL GLUCOSIDE,antioxidant
ASCORBYL HYALURONATE,
ASCORBYL ISOSTEARATE,skin conditioning
ASCORBYL LACTOSIDE,antioxidant;bleaching
ASCORBYL LINOLEATE,antioxidant;bleaching;skin conditioning;skin protecting
ASCORBYL METHOXYCINNAMATE,antioxidant;skin conditioning
ASCORBYL METHYLSILANOL PECTINATE,antioxidant;viscosity controlling
ASCORBYL NICOTINATE,humectant;skin conditioning
ASCORBYL PALMITATE,antioxidant;fragrance
ASCORBYL PHOSPHATE SUCCINOYL PENTAPEPTIDE-12,antioxidant
ASCORBYL PROPYL HYALURONATE,skin conditioning
ASCORBYL RETINOATE,antioxidant
ASCORBYL STEARATE,antioxidant
ASCORBYL SUCCINOYL TETRAPEPTIDE-21,antioxidant;skin conditioning
ASCORBYL TETRAISOPALMITATE,antioxidant;skin conditioning - emollient
ASCORBYL TOCOPHERYL ACETATE,skin conditioning
ASCORBYL TOCOPHERYL MALEATE,antioxidant;skin conditioning;skin conditioning - emollient
ASIATIC ACID,light stabilizer;skin conditioning
ASIATICOSIDE,antioxidant;perfuming;skin conditioning
ASIMINA TRILOBA FRUIT EXTRACT,skin conditioning
ASIMINA TRILOBA LEAF EXTRACT,humectant;skin conditioning
ASPALATHUS LINEARIS EXTRACT,skin conditioning
ASPALATHUS LINEARIS LEAF,skin conditioning
ASPALATHUS LINEARIS LEAF EXTRACT,skin conditioning
ASPALATHUS LINEARIS LEAF/STALK EXTRACT,skin conditioning
ASPALATHUS LINEARIS WATER,humectant;skin conditioning
ASPARAGINE,antistatic;fragrance;hair conditioning;skin conditioning
ASPARAGOPSIS ARMATA EXTRACT,skin protecting
ASPARAGUS COCHINCHINENSIS EXTRACT,skin protecting
ASPARAGUS COCHINCHINENSIS ROOT EXTRACT,hair conditioning;skin conditioning
ASPARAGUS LUCIDUS EXTRACT,skin conditioning
ASPARAGUS LUCIDUS ROOT EXTRACT,humectant;skin conditioning
ASPARAGUS OFFICINALIS EXTRACT,skin conditioning
ASPARAGUS OFFICINALIS MERISTEM CELL CULTURE CONDITIONED MEDIA,hair conditioning;skin conditioning
ASPARAGUS OFFICINALIS MERISTEM CELL EXTRACT,hair conditioning;skin conditioning
ASPARAGUS OFFICINALIS ROOT EXTRACT,skin conditioning
ASPARAGUS OFFICINALIS STEM EXTRACT,skin conditioning
ASPARAGUS OFFICINALIS STEM JUICE VESICLES,hair conditioning;skin conditioning
ASPARAGUS RACEMOSUS ROOT,antimicrobial;skin conditioning;skin conditioning - emollient
ASPARAGUS RACEMOSUS ROOT EXTRACT,antimicrobial;skin conditioning;skin conditioning - emollient
ASPARAGUS RACEMOSUS ROOT POWDER,skin conditioning
ASPARTAME,flavouring
ASPARTIC ACID,antistatic;fragrance;hair conditioning;skin conditioning
ASPERGILLUS FERMENT,skin conditioning
ASPERGILLUS FERMENT EXTRACT FILTRATE,humectant
ASPERGILLUS FERMENT FILTRATE,humectant
ASPERGILLUS/(OLIVE FRUIT/LEAF/SEED)/RICE FERMENT FILTRATE,humectant;skin conditioning
ASPERGILLUS/ALCOHOL/RICE FERMENT LEES POWDER,bleaching;humectant;skin conditioning
ASPERGILLUS/ALOE VERA LEAF FERMENT FILTRATE,hair conditioning
ASPERGILLUS/AMARANTHUS HYPOCHONDRIACUS SEED FERMENT FILTRATE,humectant
ASPERGILLUS/ANGELICA TENUISSIMA ROOT EXTRACT FERMENT EXTRACT,humectant;skin conditioning;skin protecting
ASPERGILLUS/ANGELICA TENUISSIMA ROOT EXTRACT FERMENT FILTRATE,skin conditioning
ASPERGILLUS/ANGELICA TENUISSIMA ROOT FERMENT EXTRACT,humectant;skin conditioning;skin protecting
ASPERGILLUS/APRICOT KERNEL/ARTEMISIA ANNUA/AQUILARIA AGALLOCHA STEM/ELETTARIA CARDAMOMUM SEED/CORDYCEPS SINENSIS/HERICIUM ERINACEUM/POLYPORUS UMBELLATUS/WHEAT FLOUR/XANTHIUM STRUMARIUM FRUIT FERMENT EXTRACT FILTRATE,skin conditioning - emollient
ASPERGILLUS/ASPIDOSPERMA QUEBRACHO FERMENT,skin conditioning
ASPERGILLUS/ASTRAGALUS SINICUS SEED/RICE FERMENT FILTRATE,skin conditioning
ASPERGILLUS/BACILLUS/LACTOBACILLUS/LACTOCOCCUS/SACCHAROMYCES/CARCIA PAPAYA FRUIT/CLADOSIPHON OKAMURANUS/LAMINARIA JAPONICA/RICE BRAN/RICE FERMENT EXTRACT FILTRATE,skin conditioning
ASPERGILLUS/BIFIDOBACTERIUM/LACTOBACILLUS/SACCHAROMYCES/STREPTOCOCCUS /RHIZOME/(ARCTIUM LAPPA/CARROT/DANDELION/ELEUTHERO/EURYCOMA LONGIFOLIA/LEPIDIUM MEYENII/LICORICE/PANAX GINSENG/PANAX NOTOGINSENG/PLATYCODON GRANDIFLORUM/SALACIA RETICULATA ROOT)/(PANAX GINSENG/GINGER/POLYGONATUM ODORATUM ROOT/STEM)/(CASSIA OBTUSIFOLIA/JOB'S TEARS SEED)/(COMMELINA COMMUNIS/CORCHORUS OLITORIUS SPROUT)/SAMBUCUS SIEBOLDIANA STEM/GLOIOPELTIS TENAX/LAMINARIA JAPONICA/ARTEMISIA PRINCEPS/CASSIA OBTUSIFOLIA/EQUISETUM ARVENSE/GLECHOMA HEDERACEA/GYNOSTEMMA PENTAPHYLLUM/HYPERICUM ERECTUM/ISODON JAPONICUS/NANDINA DOMESTICA/PLANTAGO ASIATICA/VIGNA RADIATA EXTRACT FERMENT FILTRATE,humectant
ASPERGILLUS/BUCKWHEAT FERMENT EXTRACT,antioxidant
ASPERGILLUS/CALENDULA OFFICINALIS FLOWER/HYDROLYZED RICE/OCIMUM TENUIFLORUM LEAF FERMENT FILTRATE,skin conditioning - emollient
ASPERGILLUS/CAMELLIA JAPONICA SEED FERMENT EXTRACT FILTRATE,skin conditioning
ASPERGILLUS/CAMELLIA SINENSIS LEAF EXTRACT FERMENT FILTRATE,antioxidant;humectant;skin conditioning
ASPERGILLUS/CAMELLIA SINENSIS LEAF FERMENT EXTRACT,antimicrobial;antioxidant
ASPERGILLUS/CAMELLIA SINENSIS LEAF FERMENT EXTRACT FILTRATE,skin conditioning
ASPERGILLUS/CAMELLIA SINENSIS LEAF FERMENT POWDER,antioxidant;antiplaque
ASPERGILLUS/CANDIDA UTILIS/LACTOBACILLUS/MUCOR HIEMALIS/RHODOBACTER/RHODOPSEUDOMONAS/ SACCHAROMYCES/STREPTOCOCCUS LACTIS/STREPTOMYCES ALBUS/STREPTOMYCES GRISEUS/LEMON FRUIT/MOLASSES FERMENT FILTRATE,antioxidant
ASPERGILLUS/CASTANEA CRENATA PELLICLE FERMENT EXTRACT,hair conditioning;skin conditioning
ASPERGILLUS/CASTANEA CRENATA PELLICLE FERMENT EXTRACT FILTRATE,hair conditioning;skin conditioning
ASPERGILLUS/CENTELLA ASIATICA LEAF/STEM EXTRACT/SWIFTLET NEST EXTRACT FERMENT FILTRATE,antioxidant;skin conditioning;skin conditioning - emollient;skin protecting
ASPERGILLUS/CHAMAECRISTA NOMAME (FRUIT/FRUIT JUICE/LEAF/SEED)/RICE FERMENT FILTRATE,skin conditioning
ASPERGILLUS/CHAMAECRISTA NOMAME (LEAF/STALK)/RICE FERMENT FILTRATE,skin conditioning
ASPERGILLUS/CITRUS RETICULATA × SINENSIS FRUIT/RICE/STRAWBERRY FRUIT FERMENT FILTRATE,skin conditioning - miscellaneous
ASPERGILLUS/COFFEE SEED/RICE FERMENT FILTRATE,skin conditioning
ASPERGILLUS/DEFATTED RICE BRAN/ALCOHOL/BORNEOL FERMENT FILTRATE,skin conditioning
ASPERGILLUS/DEFATTED SOYBEAN SEED FERMENT EXTRACT,antimicrobial;buffering;humectant;preservative
ASPERGILLUS/DEFATTED SOYBEAN SEED FERMENT EXTRACT FILTRATE,humectant;skin conditioning
ASPERGILLUS/ENTEROCOCCUS FAECIUM/LACTOBACILLUS/RICE BRAN FERMENT FILTRATE,skin conditioning
ASPERGILLUS/FERMENT FILTRATE,not reported
ASPERGILLUS/GARLIC BULB/RICE BRAN/RICE VINEGAR FERMENT,humectant;skin conditioning
ASPERGILLUS/GARLIC/RICE BRAN/VINEGAR FERMENT,skin conditioning - emollient
ASPERGILLUS/GELATIN/RICE FERMENT FILTRATE,antioxidant;bleaching;skin conditioning;skin conditioning - emollient
ASPERGILLUS/GLUCOSE/SOYBEAN/STARCH FERMENT FILTRATE,oral care
ASPERGILLUS/HIPPOPHAE RHAMNOIDES SEED FERMENT FILTRATE,antioxidant;humectant;skin conditioning
ASPERGILLUS/HYDROLYZED COLLAGEN FERMENT FILTRATE,skin conditioning
ASPERGILLUS/HYDROLYZED CORN STARCH FERMENT FILTRATE,skin conditioning
ASPERGILLUS/HYDROLYZED PRUNUS MUME SEED FERMENT EXTRACT,skin conditioning;skin conditioning - emollient
ASPERGILLUS/LACTOBACILLUS/APHANIZOMENON FLOS-AQUAE/RICE SEED EXTRACT FERMENT FILTRATE,skin conditioning;skin conditioning - emollient
ASPERGILLUS/LACTOBACILLUS/ASTRAGALUS MEMBRANACEUS ROOT EXTRACT FERMENT FILTRATE,skin conditioning
ASPERGILLUS/LACTOBACILLUS/CAMELLIA SINENSIS LEAF FERMENT EXTRACT,skin conditioning
ASPERGILLUS/LACTOBACILLUS/CAMELLIA SINENSIS LEAF FERMENT EXTRACT FILTRATE,skin conditioning
ASPERGILLUS/LACTOBACILLUS/GINGER ROOT/RICE FERMENT FILTRATE,skin conditioning
ASPERGILLUS/LACTOBACILLUS/LEUCONOSTOC/PEDIOCOCCUS/SACCHAROMYCES/ZYGOSACCHAROMYCES/CITRUS UNSHIU FRUIT/CITRUS JAPONICA FRUIT/CITRUS JUNOS FRUIT/APPLE FRUIT/BANANA FRUIT/PAPAYA FRUIT/PYRUS PYRIFOLIA FRUIT/DIOSPYROS KAKI FRUIT/WATERMELON FRUIT/PEACH FRUIT/PRUNUS MUME FRUIT/FIG FRUIT/CHAENOMELES SINENSIS FRUIT/ERIOBOTRYA JAPONICA FRUIT/APRICOT FRUIT/ZIZYPHUS JUJUBA FRUIT/CUCURBITA MAXIMA FRUIT/CASTANEA CRENATA FRUIT/VITIS COIGNETIAE FRUIT/LYCIUM CHINENSE FRUIT/RASPBERRY FRUIT/MOMORDICA GROSVENORII FRUIT/SOYBEAN SEED/PHASEOLUS ANGULARIS SEED/CANAVALIA ENSIFORMIS SEED/RICE SEED/HORDEUM VULGARE SEED/COIX LACRYMA-JOBI MA-YUEN SEED/ ECHINOCHLOA CRUS-GALLI SEED/SETARIA ITALICA SEED/MILLET SEED/HEMEROCALLIS FULVA FLOWER/CABBAGE LEAF/STEM/MORUS BOMBYCIS LEAF/PERILLA FRUTESCENS LEAF/IPOMOEA BATATAS ROOT/COLOCASIA ANTIQUORUM TUBER/DIOSCOREA BATATAS RHIZOME/IRIDEA LAMINARIOIDES/LAMINARIA JAPONICA/NEMACYSTUS DECIPIENS/UNDARIA PINNATIFIDA/RADISH ROOT/TURNIP ROOT/CARROT ROOT/ARCTIUM LAPPA ROOT/NELUMBO NUCIFERA RHIZOME/ONION BULB/LILIUM AURATUM BULB/LICORICE ROOT/SAGITTARIA TRIFOLIA ROOT/SESAME SEED/GINKGO BILOBA SEED/JUGLANS SUBCORDIFORMIS FRUIT/PANAX GINSENG SEED/ACTINIDIA POLYGAMA FRUIT/HYDNUM ERINACEUM FRUITING BODY/GRIFOLA FRONDOSA FRUITING BODY/LENTINUS EDODES FRUITING BODY/ARTEMISIA PRINCEPS/HOUTTUYNIA CORDATA/VITIS LABRUSCA FRUIT/HELIANTHUS TUBEROSUS TUBER FERMENT EXTRACT,skin conditioning
ASPERGILLUS/LACTOBACILLUS/LEUCONOSTOC/PEDIOCOCCUS/SACCHAROMYCES/ZYGOSACCHAROMYCES/HORDEUM VULGARE SEED/SOYBEAN SEED/RICE SEED/PHASEOLUS ANGULARIS SEED/CANAVALIA GLADIATA SEED/COIX LACHRYMA-JOBI MA-YUEN SEED/ECHINOCHLOA UTILIS SEED/SETARIA ITALICA SEED/MILLET SEED/VITIS LABRUSCA FRUIT/APPLE FRUIT/CITRUS UNSHIU FRUIT/VITIS COIGNETIAE FRUIT/MUSA SAPIENTUM FRUIT/PEACH FRUIT/PRUNUS MUME FRUIT/PYRUS PYRIFOLIA FRUIT/FIG FRUIT/WATERMELON FRUIT/CUCURBITA MAXIMA FRUIT/DIOSPYROS KAKI FRUIT/PAPAYA FRUIT/APRICOT FRUIT/FORTUNELLA CRASSIFOLIA FRUIT/CHAENOMELES SINENSIS FRUIT/RUBUS IDAEUS FRUIT/CASTANEA CRENATA FRUIT/ERIOBOTRYA JAPONICA FRUIT/LYCIUM CHINENSE FRUIT/ZIZYPHUS JUJUBA FRUIT/CITRUS JUNOS FRUIT/MOMORDICA GROSVENORII FRUIT/PANAX GINSENG FRUIT/CABBAGE LEAF/STEM/PERILLA OCYMOIDES LEAF/MORUS BOMBYCIS LEAF/HOUTTUYNIA CORDATA/ARTEMISIA PRINCEPS/HEMEROCALLIS FULVA KWANSO FLOWER/IPOMOEA BATATAS ROOT/HELIANTHUS TUBEROSUS TUBER/CARROT ROOT/RADISH ROOT/NELUMBO NUCIFERA RHIZOME/ONION BULB/TURNIP ROOT/ARCTIUM LAPPA ROOT/LILIUM AURATUM BULB/COLOCASIA ESCULENTA TUBER/DIOSCOREA JAPONICA RHIZOME/SAGITTARIA TRIFOLIA EDULIS TUBER/GLYCYRRHIZA GLABRA ROOT/RHODOGLOSSUM PULCHERUM LEAF/LAMINARIA JAPONICA LEAF/UNDARIA PINNATIFIDA LEAF/NEMACYSTUS DECIPIENS/JUGLANS SIEBOLDIANA SEED/GINKGO BILOBA SEED/ACTINIDIA POLYGAMA FRUIT/SESAME SEED/HERICIUM ERINACEUM FRUITING BODY/GRIFOLA FRONDOSA FRUITING BODY/LENTINUS EDODES FRUITING BODY FERMENT EXTRACT,skin conditioning
ASPERGILLUS/LACTOBACILLUS/RICE SEED EXTRACT FERMENT FILTRATE,skin conditioning;skin conditioning - emollient
ASPERGILLUS/LACTOBACILLUS/RICE SEED FERMENT FILTRATE,skin conditioning;skin conditioning - emollient
ASPERGILLUS/LACTOBACILLUS/SACCHAROMYCES/(SOYBEAN/OENOTHERA GLAZIOVIANA/RADISH/BROCCOLI/CAULIFLOWER/RICE/HORDEUM VULGARE/COIX LACRYMA-JOBI/ACHILLEA MILLEFOLIUM/SESAME/SAGE/THYME/HYPERICUM PERFORATUM/TRIFOLIUM PRATENSE/MEDICAGO SATIVA/TRIGONELLA FOENUM-GRAECUM) SPROUT FERMENT FILTRATE EXTRACT,skin conditioning
ASPERGILLUS/LACTOBACILLUS/SACCHAROMYCES/ACTINIDIA ARGUTA FRUIT/AKEBIA QUINATA FRUIT/CORYLUS HETEROPHYLLA FRUIT/DIOSPYROS LOTUS FRUIT/MORUS ALBA FRUIT/PRUNUS DAVIDIANA FRUIT/PYRUS LINDLEJI FRUIT/RUBUS CRATAEGIFOLIUS FRUIT/VITIS AMURENSIS FRUIT FERMENT FILTRATE,skin conditioning
ASPERGILLUS/LACTOBACILLUS/SACCHAROMYCES/BARLEY/RICE/SOYBEAN SEED FERMENT FILTRATE,humectant;skin conditioning
ASPERGILLUS/LACTOBACILLUS/SACCHAROMYCES/ONION/CELERY/CABBAGE/GINGER/GARLIC/POTATO/BRASSICA OLERACEA ACEPHALA/ALOE BARBADENSIS/LAMINARIA JAPONICA/UNDARIA PINNATIFIDA/IPOMOEA BATATAS/OENANTHE JAVANICA/NELUMBO NUCIFERA/ALLIUM TUBEROSUM/ALLIUM FISTULOSUM/DIOSCOREA BATATAS/ACTINIDIA ARGUTA/COLOCASIA ESCULENTA/ARCTIUM LAPPA/LENTINULA EDODES/ROOT/FRUIT FERMENT FILTRATE EXTRACT,skin conditioning
ASPERGILLUS/LACTOBACILLUS/SACCHAROMYCES/RICE BRAN FERMENT EXTRACT FERMENT FILTRATE,antioxidant;skin conditioning;skin protecting
ASPERGILLUS/MALUS DOMESTICA FRUIT/RICE SEED FERMENT FILTRATE,humectant
ASPERGILLUS/MILLET SEED/RICE HULL FERMENT FILTRATE,skin conditioning;skin conditioning - emollient
ASPERGILLUS/MOLASSES FERMENT FILTRATE,skin conditioning
ASPERGILLUS/PAEONIA SUFFRUTICOSA BARK/HONEYSUCKLE FLOWER/FORSYTHIA FRUIT/(ASTRAGALUS MEMBRANACEUS/GENTIANA SCABRA/LICORICE/REHMANNIA GLUTINOSA/RHEUM PALMATUM/SCROPHULARIA BUERGERIANA) ROOT/(CASTOR/RICE) SEED FERMENT EXTRACT,skin conditioning
ASPERGILLUS/PANAX GINSENG ROOT FERMENT EXTRACT FILTRATE,humectant;skin conditioning
ASPERGILLUS/PEAR LEAF FERMENT EXTRACT,skin conditioning;skin conditioning - emollient
ASPERGILLUS/PICHIA/SORGHUM BICOLOR FERMENT LEES EXTRACT,antioxidant;skin conditioning
ASPERGILLUS/POTATO STARCH/WHEAT FLOUR FERMENT FILTRATE,anti-sebum;antimicrobial
ASPERGILLUS/PRUNUS SERRULATA FLOWER FERMENT EXTRACT,skin conditioning;skin conditioning - emollient
ASPERGILLUS/PRUNUS YEDOENSIS FLOWER FERMENT EXTRACT,skin conditioning;skin conditioning - emollient
ASPERGILLUS/PRUNUS YEDOENSIS LEAF FERMENT EXTRACT,skin conditioning;skin conditioning - emollient
ASPERGILLUS/RASPBERRY FRUIT/RICE FERMENT FILTRATE,skin conditioning - emollient;skin conditioning - humectant
ASPERGILLUS/RHINACANTHUS NASUTUS LEAF/RICE FERMENT FILTRATE,humectant;skin conditioning
ASPERGILLUS/RICE BRAN FERMENT EXTRACT,humectant;skin conditioning;skin conditioning - emollient
ASPERGILLUS/RICE FERMENT,humectant
ASPERGILLUS/RICE FERMENT EXTRACT,humectant;skin conditioning
ASPERGILLUS/RICE FERMENT FILTRATE,skin conditioning
ASPERGILLUS/RICE FERMENT LEES EXTRACT FILTRATE,skin conditioning;skin conditioning - emollient
ASPERGILLUS/RICE GERM FERMENT EXTRACT FILTRATE,skin conditioning - emollient
ASPERGILLUS/RICE/RICE BRAN FERMENT FILTRATE,skin conditioning;skin conditioning - emollient
ASPERGILLUS/RICE/SOYMILK FERMENT FILTRATE,skin conditioning
ASPERGILLUS/RICE/WOOL EXTRACT FERMENT FILTRATE,skin conditioning
ASPERGILLUS/ROSA DAMASCENA LEAF/RICE FERMENT FILTRATE,skin conditioning
ASPERGILLUS/SACCHAROMYCES RICE FERMENT LEES,skin conditioning - emollient
ASPERGILLUS/SACCHAROMYCES/APPLE FRUIT/MELON FRUIT/BANANA FRUIT/GRAPE/SUCROSE FERMENT FILTRATE,humectant
ASPERGILLUS/SACCHAROMYCES/BARLEY FERMENT EXTRACT FILTRATE,humectant
ASPERGILLUS/SACCHAROMYCES/BARLEY LEES FERMENT FILTRATE,skin conditioning
ASPERGILLUS/SACCHAROMYCES/BARLEY SEED FERMENT EXTRACT,skin conditioning
ASPERGILLUS/SACCHAROMYCES/BARLEY SEED FERMENT FILTRATE EXTRACT,skin conditioning
ASPERGILLUS/SACCHAROMYCES/CHICORY ROOT FERMENT LEES EXTRACT,skin conditioning
ASPERGILLUS/SACCHAROMYCES/GASTRODIA ELATA ROOT EXTRACT FERMENT FILTRATE,skin conditioning
ASPERGILLUS/SACCHAROMYCES/GLYCYRRHIZA URALENSIS ROOT EXTRACT FERMENT FILTRATE,skin conditioning
ASPERGILLUS/SACCHAROMYCES/HONEY/ORIGANUM MAJORANA LEAF/RICE FERMENT LEES EXTRACT,hair conditioning;humectant;skin conditioning
ASPERGILLUS/SACCHAROMYCES/IPOMOEA BATATAS ROOT FERMENT FILTRATE,humectant;skin conditioning;skin conditioning - emollient
ASPERGILLUS/SACCHAROMYCES/IPOMOEA BATATAS ROOT FERMENT LEES,skin conditioning;skin conditioning - emollient
ASPERGILLUS/SACCHAROMYCES/IPOMOEA BATATAS ROOT FERMENT LEES EXTRACT,humectant;skin conditioning
ASPERGILLUS/SACCHAROMYCES/MORUS ALBA FRUIT/RICE FERMENT LEES EXTRACT,hair conditioning;humectant;skin conditioning
ASPERGILLUS/SACCHAROMYCES/PRUNUS MUME FRUIT/RICE FERMENT LEES EXTRACT,hair conditioning;humectant;skin conditioning
ASPERGILLUS/SACCHAROMYCES/PUMPKIN SEED FERMENT FILTRATE,skin conditioning
ASPERGILLUS/SACCHAROMYCES/RICE FERMENT EXTRACT FILTRATE,humectant
ASPERGILLUS/SACCHAROMYCES/RICE FERMENT FILTRATE,humectant;skin conditioning
ASPERGILLUS/SACCHAROMYCES/RICE LEES FERMENT FILTRATE,humectant;skin conditioning
ASPERGILLUS/SACCHAROMYCES/TETRAGENOCOCCUS/RICE FERMENT FILTRATE,humectant;skin conditioning
ASPERGILLUS/SACCHARUM OFFICINARUM STEM EXTRACT FERMENT FILTRATE,humectant
ASPERGILLUS/SIRAITIA GROSVENORII FRUIT/EUCOMMIA ULMOIDES LEAF/COIX LACRYMA-JOBI MA-YUEN SEED FERMENT FILTRATE,hair conditioning;skin conditioning
ASPERGILLUS/SNAIL SECRETION FILTRATE FERMENT FILTRATE,skin conditioning
ASPERGILLUS/SORGHUM BICOLOR FERMENT LEES EXTRACT,antioxidant;hair conditioning;skin conditioning
ASPERGILLUS/SORGHUM BICOLOR LEAF/STEM EXTRACT FERMENT FILTRATE,antioxidant;skin conditioning
ASPERGILLUS/SOYBEAN GERM FERMENT,antioxidant
ASPERGILLUS/SOYBEAN GERM FERMENT EXTRACT,antioxidant
ASPERGILLUS/SOYBEAN GERM FERMENT FILTRATE,hair conditioning;skin conditioning
ASPERGILLUS/SOYBEAN SEED EXTRACT FERMENT EXTRACT FILTRATE,humectant
ASPERGILLUS/SOYBEAN SEED FERMENT FILTRATE,humectant;skin conditioning
ASPERGILLUS/SOYBEAN SHOOT FERMENT EXTRACT,skin conditioning
ASPERGILLUS/SOYBEAN/WHEAT GERM/CAMELLIA SINENSIS LEAF/JOB'S TEARS SEED/RICE GERM/SESAME SEED FERMENT,humectant
ASPERGILLUS/SOYBEAN/WHEAT GERM/CAMELLIA SINENSIS LEAF/JOB'S TEARS SEED/RICE GERM/SESAME SEED FERMENT EXTRACT,humectant
ASPERGILLUS/TANGERINE PEEL FERMENT EXTRACT FILTRATE,hair conditioning;humectant
ASPERGILLUS/TANNIC ACID FERMENT EXTRACT,not reported
ASPERGILLUS/THYME/(NARDOSTACHYS CHINENSIS/ASARUM SIEBOLDI) ROOT/LYSIMACHIA FOENUM-GRAECUM/PORIA COCOS/ATRACTYLODES JAPONICA RHIZOME/ MAGNOLIA LILIFLORA BUD/ VITEX TRIFOLIA FRUIT/BAMBUSA VULGARIS LEAF/STEM FERMENT FILTRATE,antimicrobial
ASPERGILLUS/TURNIP ROOT/EUTERPE OLERACEA FRUIT/PHASEOLUS ANGULARIS SEED/ACEROLA FRUIT/ANISE FRUIT/AVOCADO FRUIT/GYNOSTEMMA PENTAPHYLLUM LEAF/PANICUM ITALICUM SEED/CICER ARIETINUM SEED/PEA SEED/OAT SEED/HORDEUM VULGARE SEED/ORANGE FRUIT/EQUISETUM ARVENSE/CASHEW/CURCUMA ZEDOARIA ROOT/ERYTHROXYLUM CATUABA WOOD/PUMPKIN FRUIT/MYRCIARIA DUBIA FRUIT/PAULLINIA CUPANA FRUIT/BACCHARIS GENISTELLOIDES/KIWI FRUIT/MILLET SEED/UNCARIA TOMENTOSA WOOD/PSIDIUM GUAJAVA FRUIT/CLOVE BUD/PHASEOLUS VULGARIS SEED/ORYZA SATIVA SEED/ARCTIUM LAPPA ROOT/SESAME SEED/LAMINARIA JAPONICA LEAF/CINNAMOMUM CASSIA BARK/POTATO ROOT/ECHINODORUS MACROPHYLLUS LEAF/GINGER ROOT/WATERMELON FRUIT/AVERRHOA CARAMBOLA FRUIT/STEVIA REBAUDIANA LEAF/SOYBEAN SEED/SORGHUM BICOLOR SEED/CORN SEED/TOMATO FRUIT/PRUNUS DOMESTICA FRUIT/CARROT ROOT/PORPHYRA YEZOENSIS/PINEAPPLE FRUIT/PASSIFLORA INCARNATA/COIX LACRYMA-JOBI MA-YUEN SEED/BANANA FRUIT/PAPAYA FRUIT/PFAFFIA PANICULATA ROOT/LECYTHIS OLLARIA SEED/CAPSICUM ANNUUM FRUIT/ECHINOCHLOA CRUS-GALLI SEED/MYRCIA AMAZONICA/LEPIDIUM MEYENII ROOT/ ILEX PARAGUARIENSIS LEAF/WHEAT SEED/MANGO FRUIT/MANIHOT ESCULENTA ROOT/TABEBUIA AVELLANEDAE BARK/ORYZA JAPONICA SEED/PHASEOLUS VULGARIS SEED/MELON FRUIT/SMALLANTHUS SONCHIFOLIUS ROOT/PYRUS COMMUNIS FRUIT/RYE SEED/APPLE FRUIT/GRAPEFRUIT LEAF/LEMON FRUIT/CYMBOPOGON CITRATUS LEAF/NELUMBO NUCIFERA RHIZOME/LENTIL SEED/ROSEMARY LEAF/UNDARIA PINNATIFIDA LEAF/ALOE ARBORESCENS LEAF/PANAX GINSENG ROOT/SPARASSIS CRISPA FRUITING BODY/CHLORELLA VULGARIS/PLEUROTUS ERYNGII FRUITING BODY/PLEUROTUS SAJOR-CAJU FRUITING BODY/OLIVE LEAF/CAMELLIA SINENSIS LEAF/LAMINARIA JAPONICA ROOT/FUCUS VESICULOSUS/CLADOSIPHON OKAMURANUS/HOUTTUYNIA CORDATA/CRATAEGUS OXYACANTHA/ANTHEMIS NOBILIS FLOWER/ARTEMISIA PRINCEPS LEAF/SASA VEITCHII LEAF/CHAENOMELES SINENSIS FRUIT/CORDYCEPS SINENSIS/AMPELOPSIS BREVIPEDUNCULATA/ALPINIA SPECIOSA LEAF/TURMERIC ROOT FERMENT EXTRACT,skin conditioning
ASPERGILLUS/WALNUT SEED/PEACH SEED/APRICOT SEED/PRUNUS MUME SEED FERMENT FILTRATE,humectant
ASPERGILLUS/ZIZANIA LATIFOLIA LEAF/OROSTACHYS JAPONICA/SCUTELLARIA BAICALENSIS EXTRACT FERMENT FILTRATE,anti-sebum
ASPERULA ODORATA FLOWER/LEAF EXTRACT,skin conditioning
ASTAXANTHIN,skin conditioning
ASTER AGERATOIDES EXTRACT,skin conditioning
ASTER GLEHNII EXTRACT,humectant
ASTER SCABER EXTRACT,skin conditioning
ASTER SPATHULIFOLIUS EXTRACT,skin conditioning
ASTER SPATHULIFOLIUS LEAF/STEM EXTRACT,skin conditioning - emollient
ASTER SPATHULIFOLIUS LEAF/STEM OIL,skin conditioning;skin conditioning - emollient
